1,30.900000
2,33.400000
3,34.200000
4,34.733333
5,35.431667
6,35.720000
7,36.431905
8,36.838810
9,37.170952
10,37.395119
11,37.462623
12,37.760455
13,37.701478
14,37.700864
15,37.816926
16,37.925249
17,37.999153
18,37.999593
19,38.088437
20,38.225836
21,38.197444
22,38.252144
23,38.344587
24,38.464585
25,38.503019
26,38.520415
27,38.605297
28,38.780412
29,38.819921
30,38.888518
31,38.964533
32,39.094920
33,39.132832
34,39.071266
35,39.051874
36,39.196876
37,39.150511
38,39.171045
39,39.210699
40,39.234624
41,39.265253
42,39.235722
43,39.270000
44,39.360022
45,39.401400
46,39.408593
47,39.428484
48,39.461599
49,39.441629
50,39.457745
51,39.487177
52,39.551631
53,39.583814
54,39.564207
55,39.537173
56,39.605074
57,39.659212
58,39.661173
59,39.638240
60,39.698270
61,39.693802
62,39.706611
63,39.749154
64,39.763387
65,39.798997
66,39.852981
67,39.869332
68,39.893439
69,39.896613
70,39.950592
71,39.957583
72,40.034287
73,40.032304
74,40.031708
75,40.040627
76,40.059503
77,40.058594
78,40.098943
79,40.131100
80,40.127655
81,40.149320
82,40.155789
83,40.196447
84,40.221826
85,40.266944
86,40.289656
87,40.313950
88,40.305627
89,40.316927
90,40.344909
91,40.358178
92,40.354052
93,40.365069
94,40.409708
95,40.437081
96,40.459094
97,40.458919
98,40.436596
99,40.422778
100,40.450345
101,40.430477
102,40.409334
103,40.433678
104,40.453709
105,40.472404
106,40.454442
107,40.455872
108,40.477325
109,40.475775
110,40.480298
111,40.468071
112,40.469991
113,40.458441
114,40.460715
115,40.487164
116,40.513173
117,40.558441
118,40.575783
119,40.572425
120,40.586407
121,40.589676
122,40.618602
123,40.624891
124,40.633297
125,40.631673
126,40.645741
127,40.654221
128,40.657640
129,40.693462
130,40.709094
131,40.700381
132,40.705492
133,40.731267
134,40.744467
135,40.762679
136,40.757510
137,40.784520
138,40.800066
139,40.819241
140,40.820998
141,40.791008
142,40.793875
143,40.796444
144,40.811945
145,40.825471
146,40.820462
147,40.842685
148,40.856703
149,40.855622
150,40.844254
151,40.844727
152,40.874053
153,40.899213
154,40.929726
155,40.946938
156,40.954735
157,40.963274
158,40.950844
159,40.955969
160,40.990712
161,40.989581
162,40.999876
163,41.018724
164,41.005402
165,41.020099
166,41.045768
167,41.065796
168,41.074101
169,41.076754
170,41.097213
171,41.100281
172,41.100091
173,41.097229
174,41.104901
175,41.107983
176,41.119069
177,41.132427
178,41.123188
179,41.113653
180,41.116165
181,41.124304
182,41.128656
183,41.121315
184,41.113281
185,41.135843
186,41.137208
187,41.141505
188,41.150575
189,41.140877
190,41.149980
191,41.133226
192,41.142946
193,41.147015
194,41.155753
195,41.181600
196,41.190270
197,41.200569
198,41.190009
199,41.201582
200,41.195617
201,41.210075
202,41.233946
203,41.237755
204,41.231602
205,41.230825
206,41.238582
207,41.231465
208,41.240123
209,41.248886
210,41.249122
211,41.258633
212,41.266682
213,41.269190
214,41.272276
215,41.271402
216,41.287115
217,41.296856
218,41.307561
219,41.309437
220,41.295699
221,41.294266
222,41.288515
223,41.284857
224,41.289071
225,41.279701
226,41.284409
227,41.287307
228,41.305394
229,41.308918
230,41.312192
231,41.327558
232,41.329134
233,41.341519
234,41.351806
235,41.360267
236,41.378237
237,41.391543
238,41.408218
239,41.411311
240,41.416533
241,41.415940
242,41.409382
243,41.420226
244,41.424031
245,41.420732
246,41.435059
247,41.437205
248,41.451076
249,41.472893
250,41.466236
251,41.478887
252,41.493171
253,41.496944
254,41.499678
255,41.508219
256,41.502215
257,41.509443
258,41.500179
259,41.496098
260,41.504281
261,41.512599
262,41.511899
263,41.503768
264,41.500081
265,41.513686
266,41.521064
267,41.522395
268,41.523171
269,41.533811
270,41.552774
271,41.571703
272,41.580389
273,41.571576
274,41.583950
275,41.592545
276,41.592404
277,41.595822
278,41.593340
279,41.610863
280,41.615065
281,41.626695
282,41.631014
283,41.637000
284,41.647988
285,41.656133
286,41.675092
287,41.678018
288,41.664046
289,41.668163
290,41.669914
291,41.673410
292,41.679140
293,41.680776
294,41.684296
295,41.696751
296,41.693451
297,41.694127
298,41.703147
299,41.711969
300,41.715574
301,41.707780
302,41.716920
303,41.731918
304,41.734927
305,41.742124
306,41.743177
307,41.746737
308,41.759982
309,41.754874
310,41.760277
311,41.764845
312,41.769594
313,41.781962
314,41.792643
315,41.801883
316,41.807046
317,41.817934
318,41.830356
319,41.834986
320,41.835216
321,41.846223
322,41.853536
323,41.859560
324,41.849232
325,41.854992
326,41.861258
327,41.868298
328,41.881843
329,41.882529
330,41.896794
331,41.903780
332,41.908069
333,41.911536
334,41.921090
335,41.935722
336,41.934898
337,41.942877
338,41.952813
339,41.946202
340,41.950267
341,41.951634
342,41.962710
343,41.973309
344,41.984627
345,41.988438
346,41.996731
347,42.001423
348,42.004963
349,42.011179
350,42.022266
351,42.023808
352,42.026379
353,42.031757
354,42.038832
355,42.051740
356,42.055038
357,42.054554
358,42.056213
359,42.049270
360,42.059921
361,42.063443
362,42.071353
363,42.074233
364,42.082697
365,42.089805
366,42.095701
367,42.114293
368,42.112955
369,42.123758
370,42.125111
371,42.142433
372,42.147583
373,42.154999
374,42.159734
375,42.166425
376,42.169802
377,42.177258
378,42.189495
379,42.193226
380,42.192732
381,42.200511
382,42.213005
383,42.214422
384,42.217504
385,42.225711
386,42.225388
387,42.233431
388,42.234850
389,42.236961
390,42.238064
391,42.234607
392,42.244954
393,42.246862
394,42.246023
395,42.248780
396,42.247132
397,42.256339
398,42.263560
399,42.264697
400,42.264119
401,42.275242
402,42.273140
403,42.282857
404,42.297033
405,42.304406
406,42.309354
407,42.318018
408,42.325611
409,42.323148
410,42.330867
411,42.344251
412,42.350223
413,42.345040
414,42.355525
415,42.364283
416,42.371976
417,42.378340
418,42.388680
419,42.388486
420,42.392160
421,42.392986
422,42.408909
423,42.409327
424,42.411525
425,42.418798
426,42.422402
427,42.418167
428,42.425485
429,42.425398
430,42.436049
431,42.440447
432,42.448226
433,42.444337
434,42.450945
435,42.455053
436,42.456554
437,42.464077
438,42.471806
439,42.477053
440,42.484350
441,42.496301
442,42.501343
443,42.507058
444,42.510655
445,42.514498
446,42.522959
447,42.524741
448,42.532273
449,42.536462
450,42.544604
451,42.554392
452,42.555593
453,42.558447
454,42.562672
455,42.569722
456,42.583087
457,42.585079
458,42.595899
459,42.595294
460,42.601716
461,42.601631
462,42.615382
463,42.625481
464,42.619781
465,42.627924
466,42.630842
467,42.640993
468,42.652682
469,42.655789
470,42.663418
471,42.666768
472,42.667019
473,42.676797
474,42.680303
475,42.685580
476,42.689794
477,42.695788
478,42.703219
479,42.709223
480,42.715118
481,42.724527
482,42.728863
483,42.741535
484,42.749385
485,42.753157
486,42.764362
487,42.773797
488,42.776689
489,42.775169
490,42.782218
491,42.785149
492,42.779895
493,42.788769
494,42.792401
495,42.791490
496,42.789157
497,42.802396
498,42.812984
499,42.814491
500,42.819053
501,42.820383
502,42.828137
503,42.831429
504,42.843568
505,42.849032
506,42.856758
507,42.859321
508,42.864540
509,42.866793
510,42.876550
511,42.881603
512,42.883116
513,42.878504
514,42.882606
515,42.882199
516,42.881257
517,42.880293
518,42.878316
519,42.881724
520,42.887038
521,42.890045
522,42.883803
523,42.891788
524,42.907210
525,42.906549
526,42.923677
527,42.924739
528,42.923377
529,42.928257
530,42.934322
531,42.944766
532,42.944944
533,42.949332
534,42.947603
535,42.953032
536,42.962198
537,42.968845
538,42.975733
539,42.983065
540,42.984168
541,42.988608
542,42.995085
543,42.999176
544,43.003684
545,43.013217
546,43.016634
547,43.028596
548,43.031152
549,43.029902
550,43.026946
551,43.031063
552,43.036147
553,43.039354
554,43.048811
555,43.058054
556,43.062376
557,43.064455
558,43.071727
559,43.070637
560,43.071203
561,43.077897
562,43.087595
563,43.102932
564,43.108838
565,43.114433
566,43.122504
567,43.131404
568,43.136087
